Ref,Val,Package,PosX,PosY,Rot,Side
"R12","10k","GSG-0402",167.162600,-130.981800,90.000000,top
"R13","1k","GSG-0402",96.215200,-121.936000,270.000000,top
"R14","4k7","GSG-0402",96.215200,-124.984000,270.000000,top
"R15","4k7","GSG-0402",94.945200,-124.984000,270.000000,top
"R16","4k7","GSG-0402",93.091000,-124.984000,270.000000,top
"R17","4k7","GSG-0402",91.821000,-124.984000,270.000000,top
"R18","1k8","GSG-0402",63.302000,-133.344000,0.000000,top
"R19","39","GSG-0402",68.966200,-112.058800,90.000000,top
"R20","0","GSG-0402",100.012500,-125.225300,270.000000,top
"R21","0","GSG-0402",101.282500,-125.225300,270.000000,top
"R22","0","GSG-0402",103.136700,-125.225300,270.000000,top
"R23","0","GSG-0402",104.406700,-125.225300,270.000000,top
"R24","10k","GSG-0402",82.019000,-168.351600,180.000000,top
"R25","475","GSG-0402",115.252500,-138.849100,0.000000,top
"R26","475","GSG-0402",115.252500,-137.833100,0.000000,top
"R27","1k8","GSG-0402",134.168000,-161.309400,0.000000,top
"R28","1k8","GSG-0402",133.431400,-158.185200,0.000000,top
"R29","10k","GSG-0402",75.262600,-148.082400,180.000000,top
"R30","39","GSG-0402",68.966200,-125.012800,90.000000,top
"R31","39","GSG-0402",127.437000,-157.829600,270.000000,top
"R32","39","GSG-0402",128.554600,-156.407200,270.000000,top
"R33","39","GSG-0402",134.930000,-165.195600,90.000000,top
"R34","39","GSG-0402",123.875800,-160.121600,0.000000,top
"R36","10k","GSG-0402",77.396200,-168.885000,90.000000,top
"R37","10k","GSG-0402",160.838000,-124.936600,0.000000,top
"R38","1k","GSG-0402",71.833600,-158.369400,180.000000,top
"R39","10k","GSG-0402",72.976600,-165.329000,180.000000,top
"R40","10k","GSG-0402",72.925800,-161.798400,0.000000,top
"R41","10k","GSG-0402",139.756000,-126.232000,0.000000,top
